id,brand,name,assistant,version,model_scope,market,status,family,surface,trigger,modalities,context,referential_type,referential_modes,capabilities,action_result,limitations,evidence_ids,evidence_grade,flow_steps,media_ids,visual_status,video_status,verification_note,entry_evidence_grade,source_type,source_path,created_in,feature_id,feature_name,slide,source_urls
HON-E043,honor,分屏图文对话,YOYO,Magic V6官网承载；画面日期2025-06-27；实际演示机型与系统/build未核，不作为V6现版实测,官方教程手机示意；具体演示机型及系统build未显示,中国大陆官网／简体中文演示,历史官方示意；具体机型/系统build未核,分屏图文对话,YOYO浮层的分屏对话按钮,YOYO浮层已打开 > 点分屏对话,触控 | 语音,当前图库图片；未手动圈选对象,混合方式,整屏隐式指代 | 对话指代,图片问答 | 分屏查看 | 连续追问,保持分屏；关闭与回图库未展示,原片未画出最初唤醒手势；分屏图文对话与「YOYO 看见」视频通话分别记录。 V6官网承载2025日期折叠屏动画；实际机型/build未核。只证明分屏按钮与追问点击，不证明导航条唤醒；退出未展示。 12.466667秒末帧已有下一次追问的示意手指，未见第三轮发送气泡；仍在分屏。,HON43-S03,A,YOYO 浮层 → 分屏对话 | 保留图片 → 提问 → 点建议追问 | 保持分屏；关闭与回图库未展示,HN43-02,SOURCE_FRAMES_AVAILABLE,LOCAL_CLIP,官方操作动画观察；不作为现版真机测试或任务耗时数据。,A,official_instruction_animation,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON43-S03-v6-yoyo.mp4,V43,HON-F18,分屏图文对话,52,https://www.honor.com/cn/phones/honor-magic-v6/tips/
HUA-E001,huawei,语音唤醒小艺,小艺,HarmonyOS 5.0及以上；唤醒需机型支持与设置,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,语音唤醒,系统全局,完成语音唤醒录入后说“小艺小艺”,语音,系统全局；具体上下文见flow_steps,混合方式,混合方式,问答 | 设备控制,问答／设备控制；结果及限制见步骤与limitations,隐私空间等场景、麦克风被占用或环境噪声可能限制唤醒；自定义词需具体机型支持，不能写全系可定制。,SRC-022,A,对手机说“小艺小艺” | 出现唤醒反馈后说出需求,IMG-001,有界面/功能示意（见媒体边界）,VIDEO_GAP,SRC-022明确设置与唤醒步骤；去掉未经逐机型证明的通用自定义唤醒词。,,,,,HUA-F01,小艺全局唤醒,54,https://consumer.huawei.com/cn/support/content/zh-cn16013467/
HUA-E002,huawei,长按电源键唤醒小艺,小艺,HarmonyOS 5.0及以上；支持电源键唤醒的手机,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,物理按键,机身电源键,开启开关后长按电源键0.5秒,触控 | 语音,机身电源键；具体上下文见flow_steps,混合方式,混合方式,问答 | 设备控制,问答／设备控制；结果及限制见步骤与limitations,电源键承担多种系统操作；这里只证明官方0.5秒唤醒路线，不等于独立AI专键。,SRC-022,A,长按电源键0.5秒唤醒小艺 | 输入或说出需求,IMG-001,有界面/功能示意（见媒体边界）,VIDEO_GAP,SRC-022正文明确0.5秒；N-H07仅是Mate XTs 5.1机型补充，不可扩大硬件支持范围。,,,,,HUA-F01,小艺全局唤醒,54,https://consumer.huawei.com/cn/support/content/zh-cn16013467/
HUA-E003,huawei,长按小艺导航条唤醒,小艺,HarmonyOS 5.0及以上；手势导航模式,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,导航条／Home,底部小艺导航条,长按屏幕底部小艺导航条,触控 | 语音 | 文本,底部小艺导航条；具体上下文见flow_steps,混合方式,混合方式,问答 | 设备控制,问答／设备控制；结果及限制见步骤与limitations,三键导航不显示小艺导航条；拖给小艺、双击伴随式和长按唤醒是不同触发。,N-H05,A,长按底部导航条 | 在弹出的小艺对话中说出或输入需求,IMG-146 | HW38-01,有界面/功能示意（见媒体边界）,LOCAL_CLIP,N-H05是直接入口证据；去掉原能力映射中的拖拽/识屏能力混算。,,,,,HUA-F01,小艺全局唤醒,54,https://consumer.huawei.com/cn/support/content/zh-cn16010331/
HUA-E004,huawei,蓝牙耳机双击唤醒小艺,小艺,HarmonyOS 5.0及以上；兼容耳机,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,物理按键,已连接耳机,开启蓝牙设备唤醒后双击兼容耳机,触控 | 语音,已连接耳机；具体上下文见flow_steps,混合方式,混合方式,问答 | 设备控制,问答／设备控制；结果及限制见步骤与limitations,不是任意耳机长按；不把小艺帮接或随口记算作此触发的默认能力。,SRC-022,A,双击兼容耳机唤醒小艺 | 听到反馈后说出需求,,VISUAL_GAP_SOURCE_LINK_ONLY,VIDEO_GAP,通用官方唤醒文档证明双击路线；随口记专用长按另建HUA-E061。,,,,,HUA-F01,小艺全局唤醒,54,https://consumer.huawei.com/cn/support/content/zh-cn16013467/
HUA-E033,huawei,指定锁屏主题中的小艺星环,小艺,HarmonyOS 6.0.0.108及以上；主题1.0.23及以上，小艺最新版本,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,锁屏／控制中心,锁屏快捷区,应用受支持锁屏主题后点击小艺星环，再点击或按住语音栏说话,触控 | 语音,锁屏快捷区；具体上下文见flow_steps,混合方式,混合方式,锁屏语音互动,锁屏语音互动；结果及限制见步骤与limitations,仅特定主题和机型体验，不是任意锁屏助手入口；不能用来证明锁屏下任意App任务执行。,AUD-HUA-S017,A,在受支持主题锁屏点击小艺星环 | 点击或按住出现的语音栏，说出支持的关键词,AUDIMG-254 | AUDIMG-253 | AUDIMG-252 | AUDIMG-251 | AUDIMG-250 | AUDIMG-249 | AUDIMG-248 | AUDIMG-247 | AUDIMG-246 | AUDIMG-245,有界面/功能示意（见媒体边界）,VIDEO_GAP,2026-09-08独立核对官方正文。覆盖旧的笼统版本、触发及能力表述；本条为桌面研究，未完成实机测试。 V36据AUD-HUA-S017正文纠正：按住动作作用于语音栏，星环本身为点击。,,,,,HUA-F01,小艺全局唤醒,54,https://consumer.huawei.com/cn/support/content/zh-cn16070867/
HUA-E005,huawei,桌面打开小艺App主对话首页,小艺,HarmonyOS 6.0及以上；小艺11.7.7.210及以上的首页改版,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,桌面与搜索,小艺 App,点击桌面小艺图标,触控 | 文本 | 语音,小艺 App；具体上下文见flow_steps,混合方式,混合方式,问答,问答；结果及限制见步骤与limitations,App改版有独立最低版本；HM7个性化推荐与HOTA单列HUA-E035，不能把全部改版都算HM7首创。,AUD-HUA-S001 | N-H01,A,点击桌面的小艺图标 | 在主对话首页点击输入框或语音入口 | 输入或说出需求并查看回答,H7-V01,官方功能示意，设备形态见媒体,LOCAL_CLIP,主页改版支持文档证明主对话作为首页；V01仅作当前官网改版示意。,,,,,HUA-F02,首页侧栏与智能体广场,55,https://consumer.huawei.com/cn/support/content/zh-cn16034494/ | https://consumer.huawei.com/cn/harmonyos-7/ | https://consumer.huawei.com/content/dam/huawei-cbg-site/cn/mkt/harmonyos-7/video/xiaoyi/new-xiaoyi-1.mp4
HUA-E037,huawei,侧边栏智能体列表与智能体广场,小艺／对应华为原生应用助手,独立智能体：5.0及以上／小艺11.2.10.310及以上；新侧栏11.7.7.210及以上,手机；按App版本支持。标注小艺官方的为官方智能体；小艺实验室可能接入第三方模型，不能都称盘古或端侧模型。,中国大陆,正式可用（文档限定范围）,原生应用 AI,小艺侧边栏与智能体广场,点击最近智能体，或打开智能体广场搜索,触控 | 文本 | 语音,小艺侧边栏与智能体广场,混合方式,混合方式,智能体发现 | 专用对话,智能体发现／专用对话；具体可确认结果见flow_steps与limitations,默认展示最近3个；小艺官方与小艺实验室服务提供方有区别。智能体独立会话、主对话内技能、新建话题不能当同一概念。,AUD-HUA-S001 | AUD-HUA-S005,A,在小艺主对话打开侧栏 | 点击最近使用的智能体；未找到时进入智能体广场并搜索 | 打开目标智能体，在其独立会话中提问 | 需要时在侧栏置顶常用智能体或移除记录,AUDIMG-170 | AUDIMG-148 | AUDIMG-145 | AUDIMG-144 | AUDIMG-143 | AUDIMG-142 | AUDIMG-140 | AUDIMG-139 | AUDIMG-138 | AUDIMG-137 | AUDIMG-136 | AUDIMG-135 | AUDIMG-134 | AUDIMG-133 | AUDIMG-132 | AUDIMG-131 | AUDIMG-130 | AUDIMG-129 | AUDIMG-128 | AUDIMG-089 | AUDIMG-088,有界面/功能示意（见媒体边界）,VIDEO_GAP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F02,首页侧栏与智能体广场,55,https://consumer.huawei.com/cn/support/content/zh-cn16034494/ | https://consumer.huawei.com/cn/support/content/zh-cn16033473/
HUA-E038,huawei,小艺Claw移动端入口与家居任务,小艺／对应华为原生应用助手,侧栏入口按小艺11.7.7.210及以上；HM7家居演示部分待HOTA,中国大陆HM7适配手机与已添加到智慧生活的智能家居设备；V05手机具体型号未标。AI模型部署/型号未核定。,中国大陆,公测／官方演示，部分待HOTA,原生应用 AI,小艺侧栏 > 小艺Claw,打开侧栏点击小艺Claw并提出任务,触控 | 文本 | 语音,小艺侧栏 > 小艺Claw,混合方式,混合方式,家居任务编排,家居任务编排；具体可确认结果见flow_steps与limitations,官网家居示例仅支持已添加进智慧生活App的智能设备，部分功能待HOTA；V05未展示初次进入Claw手势，该步骤由侧栏文档补证；不证明任意手机App自动操作。,AUD-HUA-S001 | N-H01,B,打开小艺主对话侧栏并点击小艺Claw | 在会话中提出需要完成的家居任务 | 查看任务步骤和执行反馈 | 检查已接入的家居设备是否达到预期状态,H7-V05,官方功能示意，设备形态见媒体,LOCAL_CLIP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F03,小艺Claw执行与结束,56,https://consumer.huawei.com/cn/support/content/zh-cn16034494/ | https://consumer.huawei.com/cn/harmonyos-7/ | https://consumer.huawei.com/content/dam/huawei-cbg-site/cn/mkt/harmonyos-7/video/xiaoyi/xiaoyi-power-4.mp4
HUA-E032,huawei,小艺侧边栏进入小艺任务,小艺,首页改版：6.0及以上／小艺11.7.7.210及以上；HM7截至9月8日已公测,中国大陆华为手机；仅限引用文档明确支持的系统、机型及应用版本，不外推到平板、PC或全系手机；AI模型型号未核定。,中国大陆,正式可用（文档限定范围）,原生应用 AI,小艺,小艺主对话左上打开侧栏后点击小艺任务,触控,小艺；具体上下文见flow_steps,混合方式,混合方式,任务管理,任务管理；结果及限制见步骤与limitations,纠正原称HM7未上线；能进入列表不等于支持任意App自动代理。小艺帮帮忙、Claw和小艺任务分别记录。,AUD-HUA-S001 | AUD-HUA-S002 | AUD-HUA-S027,A,打开小艺App | 点击左上侧边栏按钮 | 点击小艺任务并查看任务列表 | 按任务列表已有操作管理任务,AUDIMG-315 | AUDIMG-314 | AUDIMG-313 | AUDIMG-312 | HT21-01,有界面/功能示意（见媒体边界）,LOCAL_MP4_HISTORICAL_PATH,2026-09-08独立核对官方正文。覆盖旧的笼统版本、触发及能力表述；本条为桌面研究，未完成实机测试。,,,,,HUA-F30,小艺任务管理与删除,57,https://consumer.huawei.com/cn/support/content/zh-cn16034494/ | https://consumer.huawei.com/cn/support/content/zh-cn16103427/ | https://consumer.huawei.com/cn/support/content/zh-cn16073233/ | https://www.bilibili.com/video/BV1T51yBDEvA/
HUA-E060,huawei,手机负一屏接收电脑小艺Claw任务动态,小艺／对应华为原生应用助手,手机6.0.0.328及以上；负一屏15.0.22.300及以上；需关联电脑Claw账号,手机负责动态展示；任务在电脑Claw侧运行，需分别满足设备与账号条件。,中国大陆,正式可用（文档限定范围）,通知／卡片／主动建议,手机负一屏动态,关联账号后点击电脑Claw任务动态,触控,手机负一屏动态,混合方式,混合方式,跨端结果查看,跨端结果查看；具体可确认结果见flow_steps与limitations,手机接收电脑任务结果；不能用本条证明手机能执行PC软件操作或拥有完整电脑Claw。,AUD-HUA-S019,A,在手机桌面进入负一屏 | 找到电脑Claw任务动态并点击查看,AUDIMG-256 | AUDIMG-257 | AUDIMG-261 | AUDIMG-265 | CL21-ASSOC | CL21-CARD | CL21-DETAIL | CL21-STOP | CL21-CONFIRM | CL21-REOPEN,有界面/功能示意（见媒体边界）,VIDEO_GAP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F31,负一屏Claw消息关联,58,https://consumer.huawei.com/cn/support/content/zh-cn16093160/
HUA-E059,huawei,小艺生成任务后台运行与完成提示回流,小艺／对应华为原生应用助手,支持页标题7.0，正文6.1及以上／小艺11.7.7.300及以上,中国大陆华为手机；严格按引用支持页的系统、机型和App版本适配。跨端示例另标；AI模型型号与部署位置未核定。,中国大陆,正式可用（文档限定范围）,通知／卡片／主动建议,生成中对话、系统完成提示,生成中上滑返回桌面或切换应用，完成后点击提示,触控,生成中对话、系统完成提示,混合方式,混合方式,后台生成 | 任务结果回流,后台生成／任务结果回流；具体可确认结果见flow_steps与limitations,仅手势导航；锁屏不支持；正文提示位置描述不一致，不硬写固定顶部或底部；不等于任意应用代理长期后台执行。,AUD-HUA-S020,A,在小艺对话中发起支持后台完成的生成任务 | 生成过程中上滑返回桌面或切换到其他应用 | 任务完成后点击系统显示的提示胶囊 | 回到小艺查看结果,AUDIMG-266 | AUDIMG-267 | HB19-REPLYING | HB19-RUNNING | HB19-COMPLETE | HB19-RETURN | HB19-STATUS | HB19-COMPLETE-RETURN,LOCAL_IMAGE_FLOW,VIDEO_GAP,2026-09-08独立官方证据审核；确切范围见evidence_ids、version与limitations。UX为桌研推断。,,,,,HUA-F04,生成任务后台回流,59,https://consumer.huawei.com/cn/support/content/zh-cn16115008/
HUA-E009,huawei,双击导航条进入伴随式AI,小艺,HarmonyOS 6.1.0.115及以上；7.0相关增强另标,中国大陆；Pura X Max、Pura X Max典藏版、Pura X View；总页适配表不能直接外推到所有子功能。最低6.1.0.115，7.0增强另标；模型型号未核定。,中国大陆,机型限定,导航条／Home,底部小艺导航条,开启伴随式AI开关后双击底部导航条,触控,底部小艺导航条；具体上下文见flow_steps,混合方式,混合方式,伴随对话面板,伴随对话面板；结果及限制见步骤与limitations,分屏/多窗及游戏、相机等场景会退出或不支持；不能泛化为全部华为手机。,SRC-023,A,双击底部导航条打开伴随式AI | 按需要调整为大窗、小窗或极简态 | 切换到需要协助的受支持应用继续操作,IMG-002 | IMG-003 | HW39-01,有界面/功能示意（见媒体边界）,LOCAL_CLIP,纠正旧机型范围，加入当前总页明确列出的Pura X View；不可把所有子功能继承同一适配表。,,,,,HUA-F05,双击导航条开启伴随,60,https://consumer.huawei.com/cn/support/content/zh-cn16094008/
